$ python train.py 1>training.log
Epoch 1/1000, Train Loss: -0.1113, Learning Rate: 4.0e-04
Epoch 707/1000, Train Loss: -0.2943, Learning Rate: 4.0e-04
Epoch 708/1000, Train Loss: -0.2948, Learning Rate: 4.0e-04
Epoch 709/1000, Train Loss: -0.2938, Learning Rate: 4.0e-04
Epoch 710/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 711/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 712/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 713/1000, Train Loss: -0.2952, Learning Rate: 4.0e-04
Epoch 714/1000, Train Loss: -0.2947, Learning Rate: 4.0e-04
Epoch 715/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 716/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 717/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 718/1000, Train Loss: -0.2948, Learning Rate: 4.0e-04
Epoch 719/1000, Train Loss: -0.2956, Learning Rate: 4.0e-04
Epoch 720/1000, Train Loss: -0.2962, Learning Rate: 4.0e-04
Epoch 721/1000, Train Loss: -0.2955, Learning Rate: 4.0e-04
Epoch 722/1000, Train Loss: -0.2939, Learning Rate: 4.0e-04
Epoch 723/1000, Train Loss: -0.2955, Learning Rate: 4.0e-04
Epoch 724/1000, Train Loss: -0.2953, Learning Rate: 4.0e-04
Epoch 725/1000, Train Loss: -0.2939, Learning Rate: 4.0e-04
Epoch 725/1000, Val L1: 0.0217, Val PSNR: 30.41 dB
Saving checkpoint to ./ckpts/ckpt_724.pth
Epoch 726/1000, Train Loss: -0.2954, Learning Rate: 4.0e-04
Epoch 727/1000, Train Loss: -0.2966, Learning Rate: 4.0e-04
Epoch 728/1000, Train Loss: -0.2952, Learning Rate: 4.0e-04
Epoch 729/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 730/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 731/1000, Train Loss: -0.2948, Learning Rate: 4.0e-04
Epoch 732/1000, Train Loss: -0.2942, Learning Rate: 4.0e-04
Epoch 733/1000, Train Loss: -0.2955, Learning Rate: 4.0e-04
Epoch 734/1000, Train Loss: -0.2962, Learning Rate: 4.0e-04
Epoch 735/1000, Train Loss: -0.2970, Learning Rate: 4.0e-04
Epoch 736/1000, Train Loss: -0.2958, Learning Rate: 4.0e-04
Epoch 737/1000, Train Loss: -0.2954, Learning Rate: 4.0e-04
Epoch 738/1000, Train Loss: -0.2845, Learning Rate: 4.0e-04
Epoch 739/1000, Train Loss: -0.2930, Learning Rate: 4.0e-04
Epoch 740/1000, Train Loss: -0.2914, Learning Rate: 4.0e-04
Epoch 741/1000, Train Loss: -0.2935, Learning Rate: 4.0e-04
Epoch 742/1000, Train Loss: -0.2945, Learning Rate: 4.0e-04
Epoch 743/1000, Train Loss: -0.2956, Learning Rate: 4.0e-04
Epoch 744/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 745/1000, Train Loss: -0.2957, Learning Rate: 4.0e-04
Epoch 746/1000, Train Loss: -0.2941, Learning Rate: 4.0e-04
Epoch 747/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 748/1000, Train Loss: -0.2922, Learning Rate: 4.0e-04
Epoch 749/1000, Train Loss: -0.2946, Learning Rate: 4.0e-04
Epoch 750/1000, Train Loss: -0.2957, Learning Rate: 4.0e-04
Epoch 750/1000, Val L1: 0.0219, Val PSNR: 30.33 dB
Saving checkpoint to ./ckpts/ckpt_749.pth
Epoch 751/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 752/1000, Train Loss: -0.2958, Learning Rate: 4.0e-04
Epoch 753/1000, Train Loss: -0.2962, Learning Rate: 4.0e-04
Epoch 754/1000, Train Loss: -0.2963, Learning Rate: 4.0e-04
Epoch 755/1000, Train Loss: -0.2972, Learning Rate: 4.0e-04
Epoch 756/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 757/1000, Train Loss: -0.2958, Learning Rate: 4.0e-04
Epoch 758/1000, Train Loss: -0.2956, Learning Rate: 4.0e-04
Epoch 759/1000, Train Loss: -0.2965, Learning Rate: 4.0e-04
Epoch 760/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 761/1000, Train Loss: -0.2970, Learning Rate: 4.0e-04
Epoch 762/1000, Train Loss: -0.2969, Learning Rate: 4.0e-04
Epoch 763/1000, Train Loss: -0.2960, Learning Rate: 4.0e-04
Epoch 764/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 765/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 766/1000, Train Loss: -0.2972, Learning Rate: 4.0e-04
Epoch 767/1000, Train Loss: -0.2968, Learning Rate: 4.0e-04
Epoch 768/1000, Train Loss: -0.2970, Learning Rate: 4.0e-04
Epoch 769/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 770/1000, Train Loss: -0.2969, Learning Rate: 4.0e-04
Epoch 771/1000, Train Loss: -0.2956, Learning Rate: 4.0e-04
Epoch 772/1000, Train Loss: -0.2842, Learning Rate: 4.0e-04
Epoch 773/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 774/1000, Train Loss: -0.2960, Learning Rate: 4.0e-04
Epoch 775/1000, Train Loss: -0.2938, Learning Rate: 4.0e-04
Epoch 775/1000, Val L1: 0.0216, Val PSNR: 30.44 dB
Saving checkpoint to ./ckpts/ckpt_774.pth
Epoch 776/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 777/1000, Train Loss: -0.2969, Learning Rate: 4.0e-04
Epoch 778/1000, Train Loss: -0.2968, Learning Rate: 4.0e-04
Epoch 779/1000, Train Loss: -0.2964, Learning Rate: 4.0e-04
Epoch 780/1000, Train Loss: -0.2970, Learning Rate: 4.0e-04
Epoch 781/1000, Train Loss: -0.2954, Learning Rate: 4.0e-04
Epoch 782/1000, Train Loss: -0.2962, Learning Rate: 4.0e-04
Epoch 783/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 784/1000, Train Loss: -0.2963, Learning Rate: 4.0e-04
Epoch 785/1000, Train Loss: -0.2974, Learning Rate: 4.0e-04
Epoch 786/1000, Train Loss: -0.2972, Learning Rate: 4.0e-04
Epoch 787/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 788/1000, Train Loss: -0.2966, Learning Rate: 4.0e-04
Epoch 789/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 790/1000, Train Loss: -0.2955, Learning Rate: 4.0e-04
Epoch 791/1000, Train Loss: -0.2967, Learning Rate: 4.0e-04
Epoch 792/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 793/1000, Train Loss: -0.2965, Learning Rate: 4.0e-04
Epoch 794/1000, Train Loss: -0.2961, Learning Rate: 4.0e-04
Epoch 795/1000, Train Loss: -0.2962, Learning Rate: 4.0e-04
Epoch 796/1000, Train Loss: -0.2974, Learning Rate: 4.0e-04
Epoch 797/1000, Train Loss: -0.2977, Learning Rate: 4.0e-04
Epoch 798/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 799/1000, Train Loss: -0.2968, Learning Rate: 4.0e-04
Epoch 800/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 800/1000, Val L1: 0.0214, Val PSNR: 30.54 dB
Saving checkpoint to ./ckpts/ckpt_799.pth
Epoch 801/1000, Train Loss: -0.2972, Learning Rate: 4.0e-04
Epoch 802/1000, Train Loss: -0.2944, Learning Rate: 4.0e-04
Epoch 803/1000, Train Loss: -0.2961, Learning Rate: 4.0e-04
Epoch 804/1000, Train Loss: -0.2966, Learning Rate: 4.0e-04
Epoch 805/1000, Train Loss: -0.2967, Learning Rate: 4.0e-04
Epoch 806/1000, Train Loss: -0.2983, Learning Rate: 4.0e-04
Epoch 807/1000, Train Loss: -0.2962, Learning Rate: 4.0e-04
Epoch 808/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 809/1000, Train Loss: -0.2968, Learning Rate: 4.0e-04
Epoch 810/1000, Train Loss: -0.2965, Learning Rate: 4.0e-04
Epoch 811/1000, Train Loss: -0.2979, Learning Rate: 4.0e-04
Epoch 812/1000, Train Loss: -0.2975, Learning Rate: 4.0e-04
Epoch 813/1000, Train Loss: -0.2983, Learning Rate: 4.0e-04
Epoch 814/1000, Train Loss: -0.2973, Learning Rate: 4.0e-04
Epoch 815/1000, Train Loss: -0.2978, Learning Rate: 4.0e-04
Epoch 816/1000, Train Loss: -0.2971, Learning Rate: 4.0e-04
Epoch 817/1000, Train Loss: -0.2991, Learning Rate: 4.0e-04
Epoch 818/1000, Train Loss: -0.2966, Learning Rate: 4.0e-04
Epoch 819/1000, Train Loss: -0.2986, Learning Rate: 4.0e-04
Epoch 820/1000, Train Loss: -0.2966, Learning Rate: 4.0e-04
Epoch 821/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 822/1000, Train Loss: -0.2965, Learning Rate: 4.0e-04
Epoch 823/1000, Train Loss: -0.2976, Learning Rate: 4.0e-04
Epoch 824/1000, Train Loss: -0.2978, Learning Rate: 4.0e-04
Epoch 825/1000, Train Loss: -0.2978, Learning Rate: 4.0e-04
Epoch 825/1000, Val L1: 0.0213, Val PSNR: 30.55 dB
Saving checkpoint to ./ckpts/ckpt_824.pth
---
Epoch 826/1200, Train Loss: -0.3000, Learning Rate: 4.0e-05
Epoch 827/1200, Train Loss: -0.3006, Learning Rate: 4.0e-05
Epoch 828/1200, Train Loss: -0.3032, Learning Rate: 4.0e-05
Epoch 829/1200, Train Loss: -0.3027, Learning Rate: 4.0e-05
Epoch 830/1200, Train Loss: -0.3027, Learning Rate: 4.0e-05
Epoch 831/1200, Train Loss: -0.3026, Learning Rate: 4.0e-05
Epoch 832/1200, Train Loss: -0.3038, Learning Rate: 4.0e-05
Epoch 833/1200, Train Loss: -0.3026, Learning Rate: 4.0e-05
Epoch 834/1200, Train Loss: -0.3034, Learning Rate: 4.0e-05
Epoch 835/1200, Train Loss: -0.3035, Learning Rate: 4.0e-05
Epoch 836/1200, Train Loss: -0.3032, Learning Rate: 4.0e-05
Epoch 837/1200, Train Loss: -0.3038, Learning Rate: 4.0e-05
Epoch 838/1200, Train Loss: -0.3030, Learning Rate: 4.0e-05
Epoch 839/1200, Train Loss: -0.3045, Learning Rate: 4.0e-05
Epoch 840/1200, Train Loss: -0.3038, Learning Rate: 4.0e-05
Epoch 841/1200, Train Loss: -0.3039, Learning Rate: 4.0e-05
Epoch 842/1200, Train Loss: -0.3035, Learning Rate: 4.0e-05
Epoch 843/1200, Train Loss: -0.3040, Learning Rate: 4.0e-05
Epoch 844/1200, Train Loss: -0.3040, Learning Rate: 4.0e-05
Epoch 845/1200, Train Loss: -0.3036, Learning Rate: 4.0e-05
Epoch 846/1200, Train Loss: -0.3043, Learning Rate: 4.0e-05
Epoch 847/1200, Train Loss: -0.3047, Learning Rate: 4.0e-05
Epoch 848/1200, Train Loss: -0.3049, Learning Rate: 4.0e-05
Epoch 849/1200, Train Loss: -0.3037, Learning Rate: 4.0e-05
Epoch 850/1200, Train Loss: -0.3045, Learning Rate: 4.0e-05
Epoch 850/1200, Val L1: 0.0205, Val PSNR: 30.83 dB
Saving checkpoint to ./ckpts/ckpt_849.pth
Epoch 851/1200, Train Loss: -0.3036, Learning Rate: 4.0e-05
Epoch 852/1200, Train Loss: -0.3047, Learning Rate: 4.0e-05
Epoch 853/1200, Train Loss: -0.3039, Learning Rate: 4.0e-05
Epoch 854/1200, Train Loss: -0.3042, Learning Rate: 4.0e-05
Epoch 855/1200, Train Loss: -0.3040, Learning Rate: 4.0e-05
Epoch 856/1200, Train Loss: -0.3053, Learning Rate: 4.0e-05
Epoch 857/1200, Train Loss: -0.3055, Learning Rate: 4.0e-05
Epoch 858/1200, Train Loss: -0.3045, Learning Rate: 4.0e-05
Epoch 859/1200, Train Loss: -0.3051, Learning Rate: 4.0e-05
Epoch 860/1200, Train Loss: -0.3037, Learning Rate: 4.0e-05
Epoch 861/1200, Train Loss: -0.3047, Learning Rate: 4.0e-05
Epoch 862/1200, Train Loss: -0.3045, Learning Rate: 4.0e-05
Epoch 863/1200, Train Loss: -0.3044, Learning Rate: 4.0e-05
Epoch 864/1200, Train Loss: -0.3054, Learning Rate: 4.0e-05
Epoch 865/1200, Train Loss: -0.3049, Learning Rate: 4.0e-05
Epoch 866/1200, Train Loss: -0.3046, Learning Rate: 4.0e-05
Epoch 867/1200, Train Loss: -0.3053, Learning Rate: 4.0e-05
Epoch 868/1200, Train Loss: -0.3051, Learning Rate: 4.0e-05
Epoch 869/1200, Train Loss: -0.3057, Learning Rate: 4.0e-05
Epoch 870/1200, Train Loss: -0.3053, Learning Rate: 4.0e-05
Epoch 871/1200, Train Loss: -0.3057, Learning Rate: 4.0e-05
Epoch 872/1200, Train Loss: -0.3055, Learning Rate: 4.0e-05
Epoch 873/1200, Train Loss: -0.3047, Learning Rate: 4.0e-05
Epoch 874/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 875/1200, Train Loss: -0.3046, Learning Rate: 4.0e-05
Epoch 875/1200, Val L1: 0.0203, Val PSNR: 30.86 dB
Saving checkpoint to ./ckpts/ckpt_874.pth
Epoch 876/1200, Train Loss: -0.3049, Learning Rate: 4.0e-05
Epoch 877/1200, Train Loss: -0.3057, Learning Rate: 4.0e-05
Epoch 878/1200, Train Loss: -0.3059, Learning Rate: 4.0e-05
Epoch 879/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 880/1200, Train Loss: -0.3052, Learning Rate: 4.0e-05
Epoch 881/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 882/1200, Train Loss: -0.3048, Learning Rate: 4.0e-05
Epoch 883/1200, Train Loss: -0.3049, Learning Rate: 4.0e-05
Epoch 884/1200, Train Loss: -0.3056, Learning Rate: 4.0e-05
Epoch 885/1200, Train Loss: -0.3049, Learning Rate: 4.0e-05
Epoch 886/1200, Train Loss: -0.3064, Learning Rate: 4.0e-05
Epoch 887/1200, Train Loss: -0.3056, Learning Rate: 4.0e-05
Epoch 888/1200, Train Loss: -0.3069, Learning Rate: 4.0e-05
Epoch 889/1200, Train Loss: -0.3063, Learning Rate: 4.0e-05
Epoch 890/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 891/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 892/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 893/1200, Train Loss: -0.3052, Learning Rate: 4.0e-05
Epoch 894/1200, Train Loss: -0.3063, Learning Rate: 4.0e-05
Epoch 895/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 896/1200, Train Loss: -0.3059, Learning Rate: 4.0e-05
Epoch 897/1200, Train Loss: -0.3057, Learning Rate: 4.0e-05
Epoch 898/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 899/1200, Train Loss: -0.3054, Learning Rate: 4.0e-05
Epoch 900/1200, Train Loss: -0.3067, Learning Rate: 4.0e-05
Epoch 900/1200, Val L1: 0.0203, Val PSNR: 30.88 dB
Saving checkpoint to ./ckpts/ckpt_899.pth
Epoch 901/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 902/1200, Train Loss: -0.3053, Learning Rate: 4.0e-05
Epoch 903/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 904/1200, Train Loss: -0.3070, Learning Rate: 4.0e-05
Epoch 905/1200, Train Loss: -0.3049, Learning Rate: 4.0e-05
Epoch 906/1200, Train Loss: -0.3051, Learning Rate: 4.0e-05
Epoch 907/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 908/1200, Train Loss: -0.3059, Learning Rate: 4.0e-05
Epoch 909/1200, Train Loss: -0.3062, Learning Rate: 4.0e-05
Epoch 910/1200, Train Loss: -0.3069, Learning Rate: 4.0e-05
Epoch 911/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 912/1200, Train Loss: -0.3068, Learning Rate: 4.0e-05
Epoch 913/1200, Train Loss: -0.3069, Learning Rate: 4.0e-05
Epoch 914/1200, Train Loss: -0.3057, Learning Rate: 4.0e-05
Epoch 915/1200, Train Loss: -0.3064, Learning Rate: 4.0e-05
Epoch 916/1200, Train Loss: -0.3066, Learning Rate: 4.0e-05
Epoch 917/1200, Train Loss: -0.3060, Learning Rate: 4.0e-05
Epoch 918/1200, Train Loss: -0.3059, Learning Rate: 4.0e-05
Epoch 919/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 920/1200, Train Loss: -0.3064, Learning Rate: 4.0e-05
Epoch 921/1200, Train Loss: -0.3070, Learning Rate: 4.0e-05
Epoch 922/1200, Train Loss: -0.3062, Learning Rate: 4.0e-05
Epoch 923/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 924/1200, Train Loss: -0.3055, Learning Rate: 4.0e-05
Epoch 925/1200, Train Loss: -0.3070, Learning Rate: 4.0e-05
Epoch 925/1200, Val L1: 0.0203, Val PSNR: 30.88 dB
Saving checkpoint to ./ckpts/ckpt_924.pth
Epoch 926/1200, Train Loss: -0.3061, Learning Rate: 4.0e-05
Epoch 927/1200, Train Loss: -0.3073, Learning Rate: 4.0e-05
Epoch 928/1200, Train Loss: -0.3058, Learning Rate: 4.0e-05
Epoch 929/1200, Train Loss: -0.3064, Learning Rate: 4.0e-05
Epoch 930/1200, Train Loss: -0.3076, Learning Rate: 4.0e-05
Epoch 931/1200, Train Loss: -0.3066, Learning Rate: 4.0e-05
Epoch 932/1200, Train Loss: -0.3067, Learning Rate: 4.0e-05
Epoch 933/1200, Train Loss: -0.3065, Learning Rate: 4.0e-05
Epoch 934/1200, Train Loss: -0.3075, Learning Rate: 4.0e-05
Epoch 935/1200, Train Loss: -0.3074, Learning Rate: 4.0e-05
Epoch 936/1200, Train Loss: -0.3065, Learning Rate: 4.0e-05
Epoch 937/1200, Train Loss: -0.3068, Learning Rate: 4.0e-05
Epoch 938/1200, Train Loss: -0.3059, Learning Rate: 4.0e-05
Epoch 939/1200, Train Loss: -0.3068, Learning Rate: 4.0e-05
Epoch 940/1200, Train Loss: -0.3065, Learning Rate: 4.0e-05
Epoch 941/1200, Train Loss: -0.3072, Learning Rate: 4.0e-05
Epoch 942/1200, Train Loss: -0.3068, Learning Rate: 4.0e-05
Epoch 943/1200, Train Loss: -0.3070, Learning Rate: 4.0e-05
Epoch 944/1200, Train Loss: -0.3069, Learning Rate: 4.0e-05
Epoch 945/1200, Train Loss: -0.3066, Learning Rate: 4.0e-05
Epoch 946/1200, Train Loss: -0.3065, Learning Rate: 4.0e-05
Epoch 947/1200, Train Loss: -0.3059, Learning Rate: 4.0e-05
Epoch 948/1200, Train Loss: -0.3073, Learning Rate: 4.0e-05
Epoch 949/1200, Train Loss: -0.3065, Learning Rate: 4.0e-05
Epoch 950/1200, Train Loss: -0.3070, Learning Rate: 4.0e-05
Epoch 950/1200, Val L1: 0.0203, Val PSNR: 30.88 dB
Saving checkpoint to ./ckpts/ckpt_949.pth
---
Epoch 951/1200, Train Loss: -0.3066, Learning Rate: 4.0e-06
Epoch 952/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 953/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 954/1200, Train Loss: -0.3077, Learning Rate: 4.0e-06
Epoch 955/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 956/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 957/1200, Train Loss: -0.3091, Learning Rate: 4.0e-06
Epoch 958/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 959/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 960/1200, Train Loss: -0.3068, Learning Rate: 4.0e-06
Epoch 961/1200, Train Loss: -0.3072, Learning Rate: 4.0e-06
Epoch 962/1200, Train Loss: -0.3068, Learning Rate: 4.0e-06
Epoch 963/1200, Train Loss: -0.3088, Learning Rate: 4.0e-06
Epoch 964/1200, Train Loss: -0.3080, Learning Rate: 4.0e-06
Epoch 965/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 966/1200, Train Loss: -0.3069, Learning Rate: 4.0e-06
Epoch 967/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 968/1200, Train Loss: -0.3071, Learning Rate: 4.0e-06
Epoch 969/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 970/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 971/1200, Train Loss: -0.3077, Learning Rate: 4.0e-06
Epoch 972/1200, Train Loss: -0.3069, Learning Rate: 4.0e-06
Epoch 973/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 974/1200, Train Loss: -0.3067, Learning Rate: 4.0e-06
Epoch 975/1200, Train Loss: -0.3077, Learning Rate: 4.0e-06
Epoch 975/1200, Val L1: 0.0202, Val PSNR: 30.90 dB
Saving checkpoint to ./ckpts/ckpt_974.pth
Epoch 976/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 977/1200, Train Loss: -0.3082, Learning Rate: 4.0e-06
Epoch 978/1200, Train Loss: -0.3061, Learning Rate: 4.0e-06
Epoch 979/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 980/1200, Train Loss: -0.3083, Learning Rate: 4.0e-06
Epoch 981/1200, Train Loss: -0.3084, Learning Rate: 4.0e-06
Epoch 982/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 983/1200, Train Loss: -0.3073, Learning Rate: 4.0e-06
Epoch 984/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 985/1200, Train Loss: -0.3067, Learning Rate: 4.0e-06
Epoch 986/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 987/1200, Train Loss: -0.3059, Learning Rate: 4.0e-06
Epoch 988/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 989/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 990/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 991/1200, Train Loss: -0.3071, Learning Rate: 4.0e-06
Epoch 992/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 993/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 994/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 995/1200, Train Loss: -0.3069, Learning Rate: 4.0e-06
Epoch 996/1200, Train Loss: -0.3073, Learning Rate: 4.0e-06
Epoch 997/1200, Train Loss: -0.3068, Learning Rate: 4.0e-06
Epoch 998/1200, Train Loss: -0.3072, Learning Rate: 4.0e-06
Epoch 999/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1000/1200, Train Loss: -0.3072, Learning Rate: 4.0e-06
Epoch 1000/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_999.pth
Epoch 1001/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 1002/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 1003/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1004/1200, Train Loss: -0.3083, Learning Rate: 4.0e-06
Epoch 1005/1200, Train Loss: -0.3082, Learning Rate: 4.0e-06
Epoch 1006/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 1007/1200, Train Loss: -0.3071, Learning Rate: 4.0e-06
Epoch 1008/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 1009/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 1010/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 1011/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1012/1200, Train Loss: -0.3070, Learning Rate: 4.0e-06
Epoch 1013/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 1014/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1015/1200, Train Loss: -0.3065, Learning Rate: 4.0e-06
Epoch 1016/1200, Train Loss: -0.3072, Learning Rate: 4.0e-06
Epoch 1017/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 1018/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1019/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1020/1200, Train Loss: -0.3077, Learning Rate: 4.0e-06
Epoch 1021/1200, Train Loss: -0.3070, Learning Rate: 4.0e-06
Epoch 1022/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 1023/1200, Train Loss: -0.3073, Learning Rate: 4.0e-06
Epoch 1024/1200, Train Loss: -0.3072, Learning Rate: 4.0e-06
Epoch 1025/1200, Train Loss: -0.3070, Learning Rate: 4.0e-06
Epoch 1025/1200, Val L1: 0.0202, Val PSNR: 30.91 dB
Saving checkpoint to ./ckpts/ckpt_1024.pth
Epoch 1026/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1027/1200, Train Loss: -0.3080, Learning Rate: 4.0e-06
Epoch 1028/1200, Train Loss: -0.3071, Learning Rate: 4.0e-06
Epoch 1029/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1030/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1031/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1032/1200, Train Loss: -0.3087, Learning Rate: 4.0e-06
Epoch 1033/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1034/1200, Train Loss: -0.3073, Learning Rate: 4.0e-06
Epoch 1035/1200, Train Loss: -0.3066, Learning Rate: 4.0e-06
Epoch 1036/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 1037/1200, Train Loss: -0.3071, Learning Rate: 4.0e-06
Epoch 1038/1200, Train Loss: -0.3084, Learning Rate: 4.0e-06
Epoch 1039/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 1040/1200, Train Loss: -0.3068, Learning Rate: 4.0e-06
Epoch 1041/1200, Train Loss: -0.3083, Learning Rate: 4.0e-06
Epoch 1042/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1043/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 1044/1200, Train Loss: -0.3069, Learning Rate: 4.0e-06
Epoch 1045/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 1046/1200, Train Loss: -0.3070, Learning Rate: 4.0e-06
Epoch 1047/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1048/1200, Train Loss: -0.3077, Learning Rate: 4.0e-06
Epoch 1049/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 1050/1200, Train Loss: -0.3080, Learning Rate: 4.0e-06
Epoch 1050/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_1049.pth
Epoch 1051/1200, Train Loss: -0.3084, Learning Rate: 4.0e-06
Epoch 1052/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1053/1200, Train Loss: -0.3069, Learning Rate: 4.0e-06
Epoch 1054/1200, Train Loss: -0.3073, Learning Rate: 4.0e-06
Epoch 1055/1200, Train Loss: -0.3070, Learning Rate: 4.0e-06
Epoch 1056/1200, Train Loss: -0.3082, Learning Rate: 4.0e-06
Epoch 1057/1200, Train Loss: -0.3090, Learning Rate: 4.0e-06
